objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Ticket to Ride: New York","253284","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119998542","6.53129","6.88482","1.2595","1236","17704","thing","Ticket to Ride: New York","2","4","15","15","10","2018","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","2010","YEN","","","2024-06-07","Surugaya","1","","","","","","",""
"TOKYO✖CROSSING","267888","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318756","0","4.8","0","0","9","thing","TOKYO✖CROSSING","2","4","20","20","10","2018","","","","","","","","","","standalone","","","","","","","","","Taichi","","","","","",""
"TomaTomato","256479","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317044","5.48592","5.38715","1","27692","588","thing","TomaTomato","3","6","20","20","20","2018","","","","","","","","","","standalone","","880","YEN","","","2024-01-05","","","","","","","","",""
"Topiary","210900","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116673765","5.92748","6.68129","1.7857","3606","2018","thing","Topiary","2","4","30","30","15","2017","2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","1000","YEN","","","2024-02-23","","","","","","","","",""
"Topminos","11965","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318728","5.49907","5.57259","1.3333","25378","222","thing","Topminos","2","4","20","20","20","1998","2,3,4","2,3","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tranquility","288513","0","0","0","1","0","0","0","0","0","0","0","3","","kickstarter edition","","","","140541004","6.37501","6.93171","1.3431","1631","7760","thing","Tranquility","1","5","20","20","15","2020","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","2200","AUD","","","2026-01-01","Surugaya","1","","","","Board Game Hub","English; French; German","2020","EN/FR/DE edition"
"Tranquility: Stormy Seas","304914","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140761132","5.53808","7.05862","2","0","290","thing","Tranquility: Stormy Seas","1","5","20","20","15","2020","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Tranquility: The Ascent","334717","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","141386856","5.72971","6.60399","1.8667","5670","1234","thing","Tranquility: The Ascent","1","5","30","30","15","2024","1,2,3,4","3","8+","No necessary in-game text","","","","","","standalone","","1140","YEN","","","2026-01-26","Surugaya","1","","","","","","",""
"Trio","352515","0","0","0","1","0","0","0","0","0","0","0","3","","japanese version","","","","115316892","6.98484","7.38982","1.055","510","21789","thing","Trio","3","6","15","15","15","2021","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","1980","AUD","","","","","","","","","","","",""
"Twilight Struggle","12333","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115316960","8.04374","8.22993","3.6136","14","72754","thing","Twilight Struggle","2","2","180","180","120","2005","2","2","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","4000","YEN","","","","","","","","","","","",""
"Twirk","173808","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318417","0","5.82143","2","0","52","thing","Twirk","2","7","15","15","5","2015","","","8+","","","","","","","standalone","","","","","","","","","","","","","","",""
"Twister","5894","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115320364","4.78313","4.56176","1.0897","29918","10867","thing","Twister","2","4","10","10","10","1966","2,3,4","3,4","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Ubongo","16986","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317907","6.41923","6.67182","1.4981","1513","15064","thing","Ubongo","1","4","25","25","25","2003","2,3,4","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"UNO","2223","0","0","0","1","0","0","0","0","0","0","0","3","","UNO All Wild Card Game","","","","116853087","5.34718","5.47609","1.1014","29797","71179","thing","UNO","2","10","30","30","30","1971","3,4,5,6,7,8","4,5,6","5+","No necessary in-game text","","","","","","standalone","","368","YEN","","","","","","","","","","","",""
"Vast: The Crystal Caverns","170416","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119172062","6.66366","7.09111","3.6542","966","13701","thing","Vast: The Crystal Caverns","1","5","150","150","75","2016","2,3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","5010","YEN","","","2024-05-12","Surugaya","1","","","","","","",""
"Vast: The Crystal Caverns – Bonus Cards","223998","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140540836","5.71555","7.59205","3.5","0","2570","thing","Vast: The Crystal Caverns – Bonus Cards","1","7","75","75","75","2017","4","4","","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","","","1440","USD","2026-01-01","Surugaya","1","","","","","","",""
"Vast: The Fearsome Foes","234757","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","129117083","5.79851","7.57086","3.8182","0","3659","thing","Vast: The Fearsome Foes","1","7","90","90","60","2018","3,4,5,6","4,5","8","Extensive use of text - massive conversion needed to be playable","","","","","","expansion","","1900","YEN","","","2025-02-12","Surugaya","2","Outer box missing","","","","","",""
"Vast: The Haunted Hallways","284666","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140540695","5.77058","7.66793","3.3333","0","2927","thing","Vast: The Haunted Hallways","1","5","120","120","60","2019","2,3,4,5","4,5","10+","","","","","","","expansion","","2500","YEN","","","2026-01-01","Surugaya","1","","","","","","",""
"Vast: The Mysterious Manor","252399","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","140540783","6.26177","7.39487","3.7313","1965","5347","thing","Vast: The Mysterious Manor","1","5","120","120","60","2019","3,4,5","4","12+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","5350","AUD","","","2026-01-01","Surugaya","1","","","","","","",""
"Verflucht!","243435","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115318514","5.58245","6.04361","1.1765","10244","996","thing","Verflucht!","1","5","15","15","15","2018","1,2,3,4","1","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Very Silly Sentences","56295","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115319991","0","5.38235","1","0","69","thing","Very Silly Sentences","2","4","20","20","20","2008","2,3,4","2","4–12","Unplayable in another language","","","","","","standalone","","","","","","","","","","","","","","",""
"Virus!","180020","0","0","0","1","0","0","0","0","0","0","0","3","","japanese VS","","","","115317070","6.29236","6.71184","1.0565","1860","17736","thing","Virus!","2","6","20","20","20","2015","3,4,5","4","6+","No necessary in-game text","","","","","","standalone","","200","YEN","","","","","","","","","","","",""
"Way 2 Go","299554","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","119269779","0","5.82174","0","0","138","thing","Way 2 Go","2","14","40","40","30","2020","","","","","","","","","","standalone","","800","YEN","","","2024-05-12","Surugaya","1","","","","","","",""
"The Werewolves of Miller's Hollow","25821","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115319177","6.42196","6.67982","1.3114","1505","23842","thing","The Werewolves of Miller's Hollow","8","18","30","30","30","2001","8,9,10,11,12,13,14,15,16,17,18","10,11,12,13,14,15","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Wizards Wanted","217531","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","115317832","5.66433","6.66471","1.9167","6989","1401","thing","Wizards Wanted","2","4","60","60","60","2017","2,3,4","4","8+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","","","",""
"World's Fair 1893","178336","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116590608","6.54676","7.14247","2.0351","1191","7294","thing","World's Fair 1893","2","4","45","45","35","2016","2,3,4","4","8+","No necessary in-game text","","","","","","standalone","","2912","YEN","","","2024-02-23","","","","","","","","",""
"それはオレの魚だ！","8203","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","117423564","6.57352","6.69936","1.4467","1139","29992","thing","Hey, That's My Fish!","2","4","20","20","20","2011","2,3,4","3","6+","No necessary in-game text","","","","","","standalone","","1230","YEN","","","2024-03-10","","1","","","","Arclight Games","Japanese","2011","Arclight Japanese edition"
"フレームワーク","353152","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","116590748","6.11979","7.01226","1.7609","2532","1924","thing","Framework","1","4","30","30","30","2022","1,2,3,4","2","8+","No necessary in-game text","","","","","","standalone","","3511","YEN","","","","","","","","","Edition Spielwiese; Hobby Japan","Japanese","2022","Japanese edition"
